"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Quebec","2016A000224","65 years and over","Males","Positive mental health, flourishing","Low 95% confidence interval, number of persons","Number","223","units","0","v111450336","6.6.2.2.2","413600","","","","0"
"2015","Quebec","2016A000224","65 years and over","Males","Positive mental health, flourishing","High 95% confidence interval, number of persons","Number","223","units","0","v111450337","6.6.2.2.3","463300","","","","0"
"2015","Quebec","2016A000224","65 years and over","Males","Positive mental health, flourishing","Percent","Percent","239","units","0","v111450338","6.6.2.2.4","74.8","","","","1"
"2015","Quebec","2016A000224","65 years and over","Males","Positive mental health, flourishing","Low 95% confidence interval, percent","Percent","239","units","0","v111450339","6.6.2.2.5","70.9","","","","1"
"2015","Quebec","2016A000224","65 years and over","Males","Positive mental health, flourishing","High 95% confidence interval, percent","Percent","239","units","0","v111450340","6.6.2.2.6","78.6","","","","1"
"2015","Quebec","2016A000224","65 years and over","Males","Positive mental health, flourishing","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450341","6.6.2.2.7","-1","","","","0"
"2015","Quebec","2016A000224","65 years and over","Males","Suicidal thoughts (15 years and over)","Number of persons","Number","223","units","0","v111450342","6.6.2.3.1","50200","","","","0"
"2015","Quebec","2016A000224","65 years and over","Males","Suicidal thoughts (15 years and over)","Low 95% confidence interval, number of persons","Number","223","units","0","v111450343","6.6.2.3.2","36000","","","","0"
"2015","Quebec","2016A000224","65 years and over","Males","Suicidal thoughts (15 years and over)","High 95% confidence interval, number of persons","Number","223","units","0","v111450344","6.6.2.3.3","64400","","","","0"
"2015","Quebec","2016A000224","65 years and over","Males","Suicidal thoughts (15 years and over)","Percent","Percent","239","units","0","v111450345","6.6.2.3.4","8.6","","","","1"
"2015","Quebec","2016A000224","65 years and over","Males","Suicidal thoughts (15 years and over)","Low 95% confidence interval, percent","Percent","239","units","0","v111450346","6.6.2.3.5","6.2","","","","1"
"2015","Quebec","2016A000224","65 years and over","Males","Suicidal thoughts (15 years and over)","High 95% confidence interval, percent","Percent","239","units","0","v111450347","6.6.2.3.6","11.0","","","","1"
"2015","Quebec","2016A000224","65 years and over","Males","Suicidal thoughts (15 years and over)","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450348","6.6.2.3.7","0","","","","0"
"2015","Quebec","2016A000224","65 years and over","Females","Consultation with a health professional about emotional or mental health","Number of persons","Number","223","units","0","v111450349","6.6.3.1.1","47500","","","","0"
"2015","Quebec","2016A000224","65 years and over","Females","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, number of persons","Number","223","units","0","v111450350","6.6.3.1.2","35300","","","","0"
"2015","Quebec","2016A000224","65 years and over","Females","Consultation with a health professional about emotional or mental health","High 95% confidence interval, number of persons","Number","223","units","0","v111450351","6.6.3.1.3","59600","","","","0"
"2015","Quebec","2016A000224","65 years and over","Females","Consultation with a health professional about emotional or mental health","Percent","Percent","239","units","0","v111450352","6.6.3.1.4","6.7","","","","1"
"2015","Quebec","2016A000224","65 years and over","Females","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, percent","Percent","239","units","0","v111450353","6.6.3.1.5","5.0","","","","1"
"2015","Quebec","2016A000224","65 years and over","Females","Consultation with a health professional about emotional or mental health","High 95% confidence interval, percent","Percent","239","units","0","v111450354","6.6.3.1.6","8.4","","","","1"
"2015","Quebec","2016A000224","65 years and over","Females","Consultation with a health professional about emotional or mental health","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450355","6.6.3.1.7","-1","","","","0"
"2015","Quebec","2016A000224","65 years and over","Females","Positive mental health, flourishing","Number of persons","Number","223","units","0","v111450356","6.6.3.2.1","494700","","","","0"
"2015","Quebec","2016A000224","65 years and over","Females","Positive mental health, flourishing","Low 95% confidence interval, number of persons","Number","223","units","0","v111450357","6.6.3.2.2","469200","","","","0"
"2015","Quebec","2016A000224","65 years and over","Females","Positive mental health, flourishing","High 95% confidence interval, number of persons","Number","223","units","0","v111450358","6.6.3.2.3","520300","","","","0"
"2015","Quebec","2016A000224","65 years and over","Females","Positive mental health, flourishing","Percent","Percent","239","units","0","v111450359","6.6.3.2.4","70.9","","","","1"
"2015","Quebec","2016A000224","65 years and over","Females","Positive mental health, flourishing","Low 95% confidence interval, percent","Percent","239","units","0","v111450360","6.6.3.2.5","67.5","","","","1"
"2015","Quebec","2016A000224","65 years and over","Females","Positive mental health, flourishing","High 95% confidence interval, percent","Percent","239","units","0","v111450361","6.6.3.2.6","74.3","","","","1"
"2015","Quebec","2016A000224","65 years and over","Females","Positive mental health, flourishing","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450362","6.6.3.2.7","-1","","","","0"
"2015","Quebec","2016A000224","65 years and over","Females","Suicidal thoughts (15 years and over)","Number of persons","Number","223","units","0","v111450363","6.6.3.3.1","57200","","","","0"
"2015","Quebec","2016A000224","65 years and over","Females","Suicidal thoughts (15 years and over)","Low 95% confidence interval, number of persons","Number","223","units","0","v111450364","6.6.3.3.2","45900","","","","0"
"2015","Quebec","2016A000224","65 years and over","Females","Suicidal thoughts (15 years and over)","High 95% confidence interval, number of persons","Number","223","units","0","v111450365","6.6.3.3.3","68400","","","","0"
"2015","Quebec","2016A000224","65 years and over","Females","Suicidal thoughts (15 years and over)","Percent","Percent","239","units","0","v111450366","6.6.3.3.4","8.1","","","","1"
"2015","Quebec","2016A000224","65 years and over","Females","Suicidal thoughts (15 years and over)","Low 95% confidence interval, percent","Percent","239","units","0","v111450367","6.6.3.3.5","6.5","","","","1"
"2015","Quebec","2016A000224","65 years and over","Females","Suicidal thoughts (15 years and over)","High 95% confidence interval, percent","Percent","239","units","0","v111450368","6.6.3.3.6","9.7","","","","1"
"2015","Quebec","2016A000224","65 years and over","Females","Suicidal thoughts (15 years and over)","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450369","6.6.3.3.7","0","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Consultation with a health professional about emotional or mental health","Number of persons","Number","223","units","0","v111450370","7.1.1.1.1","1616400","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, number of persons","Number","223","units","0","v111450371","7.1.1.1.2","1513000","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Consultation with a health professional about emotional or mental health","High 95% confidence interval, number of persons","Number","223","units","0","v111450372","7.1.1.1.3","1719900","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Consultation with a health professional about emotional or mental health","Percent","Percent","239","units","0","v111450373","7.1.1.1.4","14.3","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, percent","Percent","239","units","0","v111450374","7.1.1.1.5","13.4","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Consultation with a health professional about emotional or mental health","High 95% confidence interval, percent","Percent","239","units","0","v111450375","7.1.1.1.6","15.2","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Consultation with a health professional about emotional or mental health","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450376","7.1.1.1.7","0","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Positive mental health, flourishing","Number of persons","Number","223","units","0","v111450377","7.1.1.2.1","9328700","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Positive mental health, flourishing","Low 95% confidence interval, number of persons","Number","223","units","0","v111450378","7.1.1.2.2","9188000","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Positive mental health, flourishing","High 95% confidence interval, number of persons","Number","223","units","0","v111450379","7.1.1.2.3","9469300","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Positive mental health, flourishing","Percent","Percent","239","units","0","v111450380","7.1.1.2.4","81.9","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Positive mental health, flourishing","Low 95% confidence interval, percent","Percent","239","units","0","v111450381","7.1.1.2.5","80.7","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Positive mental health, flourishing","High 95% confidence interval, percent","Percent","239","units","0","v111450382","7.1.1.2.6","83.1","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Positive mental health, flourishing","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450383","7.1.1.2.7","1","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Suicidal thoughts (15 years and over)","Number of persons","Number","223","units","0","v111450384","7.1.1.3.1","1112800","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Suicidal thoughts (15 years and over)","Low 95% confidence interval, number of persons","Number","223","units","0","v111450385","7.1.1.3.2","1028600","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Suicidal thoughts (15 years and over)","High 95% confidence interval, number of persons","Number","223","units","0","v111450386","7.1.1.3.3","1197000","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Suicidal thoughts (15 years and over)","Percent","Percent","239","units","0","v111450387","7.1.1.3.4","10.3","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Suicidal thoughts (15 years and over)","Low 95% confidence interval, percent","Percent","239","units","0","v111450388","7.1.1.3.5","9.5","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Suicidal thoughts (15 years and over)","High 95% confidence interval, percent","Percent","239","units","0","v111450389","7.1.1.3.6","11.0","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Both sexes","Suicidal thoughts (15 years and over)","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450390","7.1.1.3.7","-1","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Consultation with a health professional about emotional or mental health","Number of persons","Number","223","units","0","v111450391","7.1.2.1.1","560300","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, number of persons","Number","223","units","0","v111450392","7.1.2.1.2","497000","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Consultation with a health professional about emotional or mental health","High 95% confidence interval, number of persons","Number","223","units","0","v111450393","7.1.2.1.3","623600","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Consultation with a health professional about emotional or mental health","Percent","Percent","239","units","0","v111450394","7.1.2.1.4","10.2","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, percent","Percent","239","units","0","v111450395","7.1.2.1.5","9.0","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Consultation with a health professional about emotional or mental health","High 95% confidence interval, percent","Percent","239","units","0","v111450396","7.1.2.1.6","11.3","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Consultation with a health professional about emotional or mental health","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450397","7.1.2.1.7","0","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Positive mental health, flourishing","Number of persons","Number","223","units","0","v111450398","7.1.2.2.1","4556400","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Positive mental health, flourishing","Low 95% confidence interval, number of persons","Number","223","units","0","v111450399","7.1.2.2.2","4461900","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Positive mental health, flourishing","High 95% confidence interval, number of persons","Number","223","units","0","v111450400","7.1.2.2.3","4651000","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Positive mental health, flourishing","Percent","Percent","239","units","0","v111450401","7.1.2.2.4","82.3","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Positive mental health, flourishing","Low 95% confidence interval, percent","Percent","239","units","0","v111450402","7.1.2.2.5","80.7","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Positive mental health, flourishing","High 95% confidence interval, percent","Percent","239","units","0","v111450403","7.1.2.2.6","84.0","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Positive mental health, flourishing","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450404","7.1.2.2.7","0","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Suicidal thoughts (15 years and over)","Number of persons","Number","223","units","0","v111450405","7.1.2.3.1","417900","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Suicidal thoughts (15 years and over)","Low 95% confidence interval, number of persons","Number","223","units","0","v111450406","7.1.2.3.2","363300","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Suicidal thoughts (15 years and over)","High 95% confidence interval, number of persons","Number","223","units","0","v111450407","7.1.2.3.3","472500","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Suicidal thoughts (15 years and over)","Percent","Percent","239","units","0","v111450408","7.1.2.3.4","7.9","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Suicidal thoughts (15 years and over)","Low 95% confidence interval, percent","Percent","239","units","0","v111450409","7.1.2.3.5","6.9","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Suicidal thoughts (15 years and over)","High 95% confidence interval, percent","Percent","239","units","0","v111450410","7.1.2.3.6","9.0","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Males","Suicidal thoughts (15 years and over)","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450411","7.1.2.3.7","-1","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Consultation with a health professional about emotional or mental health","Number of persons","Number","223","units","0","v111450412","7.1.3.1.1","1056100","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, number of persons","Number","223","units","0","v111450413","7.1.3.1.2","975600","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Consultation with a health professional about emotional or mental health","High 95% confidence interval, number of persons","Number","223","units","0","v111450414","7.1.3.1.3","1136600","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Consultation with a health professional about emotional or mental health","Percent","Percent","239","units","0","v111450415","7.1.3.1.4","18.1","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, percent","Percent","239","units","0","v111450416","7.1.3.1.5","16.8","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Consultation with a health professional about emotional or mental health","High 95% confidence interval, percent","Percent","239","units","0","v111450417","7.1.3.1.6","19.5","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Consultation with a health professional about emotional or mental health","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450418","7.1.3.1.7","0","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Positive mental health, flourishing","Number of persons","Number","223","units","0","v111450419","7.1.3.2.1","4772300","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Positive mental health, flourishing","Low 95% confidence interval, number of persons","Number","223","units","0","v111450420","7.1.3.2.2","4681200","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Positive mental health, flourishing","High 95% confidence interval, number of persons","Number","223","units","0","v111450421","7.1.3.2.3","4863300","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Positive mental health, flourishing","Percent","Percent","239","units","0","v111450422","7.1.3.2.4","81.4","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Positive mental health, flourishing","Low 95% confidence interval, percent","Percent","239","units","0","v111450423","7.1.3.2.5","79.9","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Positive mental health, flourishing","High 95% confidence interval, percent","Percent","239","units","0","v111450424","7.1.3.2.6","82.9","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Positive mental health, flourishing","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450425","7.1.3.2.7","1","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Suicidal thoughts (15 years and over)","Number of persons","Number","223","units","0","v111450426","7.1.3.3.1","694900","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Suicidal thoughts (15 years and over)","Low 95% confidence interval, number of persons","Number","223","units","0","v111450427","7.1.3.3.2","632800","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Suicidal thoughts (15 years and over)","High 95% confidence interval, number of persons","Number","223","units","0","v111450428","7.1.3.3.3","757000","","","","0"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Suicidal thoughts (15 years and over)","Percent","Percent","239","units","0","v111450429","7.1.3.3.4","12.5","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Suicidal thoughts (15 years and over)","Low 95% confidence interval, percent","Percent","239","units","0","v111450430","7.1.3.3.5","11.3","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Suicidal thoughts (15 years and over)","High 95% confidence interval, percent","Percent","239","units","0","v111450431","7.1.3.3.6","13.6","","","","1"
"2015","Ontario","2016A000235","Total, 12 years and over","Females","Suicidal thoughts (15 years and over)","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450432","7.1.3.3.7","-1","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Consultation with a health professional about emotional or mental health","Number of persons","Number","223","units","0","v111450433","7.2.1.1.1","94700","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, number of persons","Number","223","units","0","v111450434","7.2.1.1.2","71600","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Consultation with a health professional about emotional or mental health","High 95% confidence interval, number of persons","Number","223","units","0","v111450435","7.2.1.1.3","117900","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Consultation with a health professional about emotional or mental health","Percent","Percent","239","units","0","v111450436","7.2.1.1.4","11.1","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, percent","Percent","239","units","0","v111450437","7.2.1.1.5","8.4","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Consultation with a health professional about emotional or mental health","High 95% confidence interval, percent","Percent","239","units","0","v111450438","7.2.1.1.6","13.8","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Consultation with a health professional about emotional or mental health","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450439","7.2.1.1.7","0","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Positive mental health, flourishing","Number of persons","Number","223","units","0","v111450440","7.2.1.2.1","730200","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Positive mental health, flourishing","Low 95% confidence interval, number of persons","Number","223","units","0","v111450441","7.2.1.2.2","700500","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Positive mental health, flourishing","High 95% confidence interval, number of persons","Number","223","units","0","v111450442","7.2.1.2.3","760000","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Positive mental health, flourishing","Percent","Percent","239","units","0","v111450443","7.2.1.2.4","85.1","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Positive mental health, flourishing","Low 95% confidence interval, percent","Percent","239","units","0","v111450444","7.2.1.2.5","82.3","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Positive mental health, flourishing","High 95% confidence interval, percent","Percent","239","units","0","v111450445","7.2.1.2.6","87.9","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Positive mental health, flourishing","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450446","7.2.1.2.7","0","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Suicidal thoughts (15 years and over)","Number of persons","Number","223","units","0","v111450447","7.2.1.3.1","40500","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Suicidal thoughts (15 years and over)","Low 95% confidence interval, number of persons","Number","223","units","0","v111450448","7.2.1.3.2","28700","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Suicidal thoughts (15 years and over)","High 95% confidence interval, number of persons","Number","223","units","0","v111450449","7.2.1.3.3","52400","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Suicidal thoughts (15 years and over)","Percent","Percent","239","units","0","v111450450","7.2.1.3.4","9.0","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Suicidal thoughts (15 years and over)","Low 95% confidence interval, percent","Percent","239","units","0","v111450451","7.2.1.3.5","6.4","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Suicidal thoughts (15 years and over)","High 95% confidence interval, percent","Percent","239","units","0","v111450452","7.2.1.3.6","11.6","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Both sexes","Suicidal thoughts (15 years and over)","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450453","7.2.1.3.7","0","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Males","Consultation with a health professional about emotional or mental health","Number of persons","Number","223","units","0","v111450454","7.2.2.1.1","37000","E","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Males","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, number of persons","Number","223","units","0","v111450455","7.2.2.1.2","20600","E","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Males","Consultation with a health professional about emotional or mental health","High 95% confidence interval, number of persons","Number","223","units","0","v111450456","7.2.2.1.3","53400","E","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Males","Consultation with a health professional about emotional or mental health","Percent","Percent","239","units","0","v111450457","7.2.2.1.4","8.6","E","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Males","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, percent","Percent","239","units","0","v111450458","7.2.2.1.5","4.8","E","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Males","Consultation with a health professional about emotional or mental health","High 95% confidence interval, percent","Percent","239","units","0","v111450459","7.2.2.1.6","12.3","E","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Males","Consultation with a health professional about emotional or mental health","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450460","7.2.2.1.7","0","E","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Males","Positive mental health, flourishing","Number of persons","Number","223","units","0","v111450461","7.2.2.2.1","385200","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Males","Positive mental health, flourishing","Low 95% confidence interval, number of persons","Number","223","units","0","v111450462","7.2.2.2.2","364900","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Males","Positive mental health, flourishing","High 95% confidence interval, number of persons","Number","223","units","0","v111450463","7.2.2.2.3","405500","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Males","Positive mental health, flourishing","Percent","Percent","239","units","0","v111450464","7.2.2.2.4","88.2","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Males","Positive mental health, flourishing","Low 95% confidence interval, percent","Percent","239","units","0","v111450465","7.2.2.2.5","84.6","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Males","Positive mental health, flourishing","High 95% confidence interval, percent","Percent","239","units","0","v111450466","7.2.2.2.6","91.8","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Males","Positive mental health, flourishing","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450467","7.2.2.2.7","0","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Males","Suicidal thoughts (15 years and over)","Number of persons","Number","223","units","0","v111450468","7.2.2.3.1","16200","E","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Males","Suicidal thoughts (15 years and over)","Low 95% confidence interval, number of persons","Number","223","units","0","v111450469","7.2.2.3.2","8600","E","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Males","Suicidal thoughts (15 years and over)","High 95% confidence interval, number of persons","Number","223","units","0","v111450470","7.2.2.3.3","23800","E","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Males","Suicidal thoughts (15 years and over)","Percent","Percent","239","units","0","v111450471","7.2.2.3.4","6.9","E","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Males","Suicidal thoughts (15 years and over)","Low 95% confidence interval, percent","Percent","239","units","0","v111450472","7.2.2.3.5","3.8","E","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Males","Suicidal thoughts (15 years and over)","High 95% confidence interval, percent","Percent","239","units","0","v111450473","7.2.2.3.6","10.1","E","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Males","Suicidal thoughts (15 years and over)","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450474","7.2.2.3.7","0","E","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Females","Consultation with a health professional about emotional or mental health","Number of persons","Number","223","units","0","v111450475","7.2.3.1.1","57700","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Females","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, number of persons","Number","223","units","0","v111450476","7.2.3.1.2","41200","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Females","Consultation with a health professional about emotional or mental health","High 95% confidence interval, number of persons","Number","223","units","0","v111450477","7.2.3.1.3","74300","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Females","Consultation with a health professional about emotional or mental health","Percent","Percent","239","units","0","v111450478","7.2.3.1.4","13.7","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Females","Consultation with a health professional about emotional or mental health","Low 95% confidence interval, percent","Percent","239","units","0","v111450479","7.2.3.1.5","9.8","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Females","Consultation with a health professional about emotional or mental health","High 95% confidence interval, percent","Percent","239","units","0","v111450480","7.2.3.1.6","17.6","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Females","Consultation with a health professional about emotional or mental health","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450481","7.2.3.1.7","0","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Females","Positive mental health, flourishing","Number of persons","Number","223","units","0","v111450482","7.2.3.2.1","345100","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Females","Positive mental health, flourishing","Low 95% confidence interval, number of persons","Number","223","units","0","v111450483","7.2.3.2.2","324100","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Females","Positive mental health, flourishing","High 95% confidence interval, number of persons","Number","223","units","0","v111450484","7.2.3.2.3","366000","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Females","Positive mental health, flourishing","Percent","Percent","239","units","0","v111450485","7.2.3.2.4","81.9","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Females","Positive mental health, flourishing","Low 95% confidence interval, percent","Percent","239","units","0","v111450486","7.2.3.2.5","77.6","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Females","Positive mental health, flourishing","High 95% confidence interval, percent","Percent","239","units","0","v111450487","7.2.3.2.6","86.3","","","","1"
"2015","Ontario","2016A000235","12 to 17 years","Females","Positive mental health, flourishing","Statistically different from the Canada (excluding territories) rate","Number","223","units","0","v111450488","7.2.3.2.7","0","","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Females","Suicidal thoughts (15 years and over)","Number of persons","Number","223","units","0","v111450489","7.2.3.3.1","24300","E","","","0"
"2015","Ontario","2016A000235","12 to 17 years","Females","Suicidal thoughts (15 years and over)","Low 95% confidence interval, number of persons","Number","223","units","0","v111450490","7.2.3.3.2","15100","E","","","0"
